gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff
4495708706,0,18,2,1,3,10,4,0,0,0,0,48,-3582,-5395
4505357300,1,16,4,0,6,6,5,0,0,0,0,56,-355,233
4523723534,1,18,11,1,7,6,8,0,0,0,1,46,3464,994
4479157446,1,16,2,1,9,5,9,1,1,0,0,60,2217,2183
4518376722,1,13,1,1,8,3,9,2,1,1,0,59,3049,1511
4521259209,1,13,2,0,5,6,4,1,1,0,0,44,-305,-474
4471123041,0,54,3,0,4,2,6,1,1,0,0,53,1325,479
4524913184,1,17,2,1,6,6,10,0,0,0,0,44,-53,87
4514301047,0,35,1,0,5,9,5,0,0,0,0,40,-2865,-1441
4512184541,0,10,1,1,7,7,5,0,0,0,0,42,-93,-561
4517823800,0,19,5,1,6,7,7,0,0,0,0,46,-420,-1185
4518835789,1,22,6,1,7,3,6,1,1,0,0,64,5008,2355
4510355472,0,19,2,1,4,6,1,0,0,0,0,53,-2074,-1795
4512067346,1,14,5,0,5,4,7,1,0,1,0,63,-3,1013
4514106633,0,15,2,1,5,5,5,0,0,0,0,47,-837,-660
4522399054,1,38,2,1,5,5,6,1,1,0,0,39,510,-747
4519443312,0,16,3,0,6,11,8,1,1,0,0,43,-3549,-2407
4523035934,1,17,4,0,6,6,6,0,0,0,0,56,272,359
4429486916,1,18,2,1,9,5,9,0,0,0,0,51,2187,2189
4482052361,0,19,6,0,2,8,4,0,0,0,0,33,-4907,-2556
4522798631,1,14,3,1,5,4,3,1,1,0,0,64,63,648
4477176627,1,17,0,0,4,8,6,1,0,1,0,68,-2132,-484
4475170098,0,12,4,0,5,6,5,1,0,1,0,71,-976,-964
4432091797,0,86,4,1,3,5,3,0,0,0,0,62,-1342,-1966
4495710198,1,16,1,1,8,2,5,1,1,0,0,40,2304,2532
4520931258,1,15,6,0,10,2,11,0,0,0,0,70,4219,3379
4424048842,0,22,7,1,6,7,7,0,0,0,0,45,-2049,-2340
4512915759,0,16,4,0,1,5,2,0,0,0,0,48,-4179,-3823
4476065129,0,17,7,0,6,6,9,0,0,0,0,40,-66,-1073
4494781192,1,16,3,0,9,7,13,2,1,1,0,60,510,142
4525224702,0,15,3,1,4,3,2,1,0,1,0,53,2591,1567
4475925954,0,14,1,1,4,12,5,0,0,0,0,46,-3772,-3034
4516121686,0,25,1,1,6,6,11,1,1,0,0,43,965,-878
4420667626,0,11,1,0,1,5,1,0,0,0,0,34,-3468,-2158
4489494110,1,25,5,1,14,3,15,0,0,0,0,54,6153,3916
4523340688,0,15,0,0,0,5,0,0,0,0,0,60,-2216,-2730
4496344135,0,17,4,0,6,11,4,1,1,0,0,39,-2308,-1767
4524697287,1,17,4,1,6,6,5,1,0,1,0,54,1917,-179
4523386766,0,14,4,0,4,7,6,0,0,0,0,52,-1676,-1759
4518474732,1,18,1,1,10,5,8,1,1,0,0,48,2709,1259
4486453937,0,17,5,0,6,8,5,0,0,0,0,36,-1304,-552
4496397328,1,42,4,1,8,5,10,1,1,0,0,59,1824,1409
4520768462,0,17,7,0,11,8,15,0,0,0,0,38,229,-45
4518654959,1,15,2,0,4,4,4,1,0,1,0,57,1507,1667
4519058321,0,12,3,0,1,5,3,1,1,0,0,65,-1787,-1135
4512960247,0,14,2,0,8,7,3,0,0,0,0,49,815,1397
4445314635,0,13,2,0,5,14,6,1,1,0,0,48,-4767,-5061
4477030195,0,13,3,0,4,6,6,0,0,0,0,43,-1861,-2532
4497887298,0,68,0,0,1,14,1,1,1,0,0,53,-7655,-4485
4459403995,1,20,1,0,4,9,3,0,0,0,0,56,-2058,-2051
4489079383,1,16,3,0,5,5,7,1,1,0,0,52,-575,-208
4516695912,0,12,2,1,4,2,2,1,0,1,0,61,1765,701
4490435808,0,13,5,1,5,5,8,1,0,1,0,40,540,269
4524895124,1,16,3,0,12,9,15,0,0,0,0,48,862,-442
4519469738,1,35,3,1,6,2,9,1,1,0,0,44,2761,1659
4523527200,0,14,2,0,3,8,3,0,0,0,0,61,-1249,-853
4453080532,1,35,2,0,5,5,3,0,0,0,0,60,-75,655
4523303530,1,18,3,1,14,5,12,1,1,0,0,48,5805,4777
4495003373,0,22,4,0,5,7,3,1,0,1,0,59,-810,-305
4524303571,0,124,3,1,5,4,6,1,0,1,0,51,1034,706
4490487724,1,18,1,1,3,7,2,0,0,0,0,50,-2595,-2856
4515381064,1,22,5,0,1,2,3,0,0,0,0,55,-334,-73
4512271556,1,13,3,1,11,4,8,2,1,1,1,44,3806,2161
4452824789,0,34,3,0,2,7,2,0,0,0,0,37,-2711,-2547
4481234929,1,24,1,1,8,4,8,0,0,0,0,48,2551,1754
4500668824,0,50,12,1,6,3,9,1,1,0,0,48,66,-446
4521663948,0,16,3,0,10,5,13,1,1,0,0,52,2242,727
4525067275,0,13,2,0,2,5,2,1,0,1,0,51,-893,-213
4496503390,0,33,1,0,2,5,2,0,0,0,0,56,-1208,-152
4519912865,1,13,3,0,12,4,11,0,0,0,0,50,4003,2566
4447426572,1,17,3,0,8,6,7,1,1,0,0,43,819,2149
4493407357,1,78,4,1,9,3,10,0,0,0,0,52,4009,1935
4459426947,0,16,2,0,5,6,5,1,1,0,0,58,-259,-1001
4519988685,0,22,2,1,9,6,13,0,0,0,0,40,1728,-738
4519844846,0,15,5,0,5,5,3,1,0,1,0,48,474,393
4525070748,0,19,2,1,9,3,8,0,0,0,0,41,1863,328
4465204267,0,40,4,0,1,7,1,0,0,0,0,48,-3846,-2306
4517684472,0,13,1,0,1,3,1,0,0,0,0,47,-2373,-1592
4517646191,1,15,2,0,8,7,10,1,1,0,0,49,218,-204
4459901632,1,31,2,1,6,4,7,0,0,0,0,59,2208,1929
4495413031,0,44,2,0,5,7,2,1,1,0,0,64,-1440,-373
4519612989,0,27,2,0,10,12,13,1,1,0,0,36,-845,-1743
4406716520,0,16,0,0,5,9,5,0,0,0,0,47,-2635,-2694
4525184804,1,54,4,0,6,1,8,2,1,1,0,51,2817,2414
4524569254,1,13,3,0,9,5,4,2,1,1,0,70,2812,2497
4431143877,0,17,3,0,1,6,2,0,0,0,0,44,-3864,-2759
4446797537,1,14,2,0,5,6,6,1,1,0,0,76,334,955
4524403652,1,12,2,1,7,6,5,1,1,0,0,44,1909,2436
4524260824,0,14,1,1,7,7,6,0,0,0,0,44,-346,-358
4440119391,1,24,3,1,14,4,14,0,0,0,0,67,5802,5396
4518199999,1,14,1,1,6,4,3,1,1,0,0,47,1085,1048
4520967143,0,36,2,1,4,11,2,1,1,0,0,56,-2383,-1807
4498216490,1,40,7,0,8,9,9,1,0,1,0,45,306,1895
4493677959,0,19,2,1,5,7,7,0,0,0,0,51,-1568,-1850
4523093613,1,17,3,0,5,7,3,1,1,0,0,56,-1419,-1156
4437257190,1,27,5,1,10,6,8,1,0,1,0,52,2263,1634
4521897707,1,17,4,1,6,2,9,0,0,0,0,43,1374,1225
4467164835,1,18,5,0,14,4,21,1,1,0,0,56,4301,3444
4521542696,1,13,0,1,9,4,6,0,0,0,0,54,3905,3713
4495464440,1,15,2,0,3,8,4,0,0,0,0,42,-2919,-2318
4452038425,1,22,2,1,6,0,8,1,1,0,0,59,2923,2787
4515821204,0,19,2,0,4,7,3,0,0,0,0,55,-1059,-951
4502922066,0,12,0,0,3,5,3,1,0,1,0,52,-406,-14
4384241438,1,16,1,0,7,3,7,1,1,0,0,43,1143,1251
4466040137,1,57,3,0,11,9,13,0,0,0,0,56,736,266
4476661914,0,10,0,1,2,11,3,0,0,0,0,68,-4816,-3750
4458282675,1,18,4,0,11,6,13,2,1,1,0,57,3977,3949
4507871318,1,18,5,0,11,7,14,0,0,0,0,37,3026,3357
4431970864,0,22,3,0,4,12,0,1,1,0,0,51,-4262,-2426
4516600859,0,18,1,1,4,1,4,1,0,1,1,46,2476,772
4499806829,0,15,2,0,3,9,3,0,0,0,0,41,-3545,-3206
4472532304,0,16,3,0,4,9,5,1,0,1,0,49,-4324,-2979
4444232401,1,11,3,0,5,6,6,1,1,0,0,63,-496,-837
4521519484,0,18,3,0,3,5,5,0,0,0,0,38,-1620,-1442
4515353277,1,18,3,1,6,10,8,0,0,0,0,48,-1334,-1607
4524248852,0,39,1,1,9,8,5,0,0,0,0,32,-796,-217
4521172111,1,39,3,1,6,2,3,1,1,0,0,44,1398,1804
4517776491,1,17,4,1,5,3,5,0,0,0,0,63,3005,1938
4519368335,0,18,4,1,3,8,2,0,0,0,0,40,-3156,-3287
4523639973,1,21,2,0,3,5,3,2,1,1,0,55,-473,383
4522111616,0,14,4,0,5,10,4,0,0,0,0,36,-3397,-2282
4521188250,0,40,4,0,6,9,5,0,0,0,0,28,-1937,-1514
4493154896,1,37,6,1,10,4,10,0,0,0,0,48,3765,2661
4512775669,0,13,2,1,5,2,5,1,1,0,0,52,384,-690
4505100164,1,16,1,1,11,5,12,1,1,0,0,40,2708,682
4439464616,0,15,4,1,4,8,3,0,0,0,0,42,-2427,-1462
4515793486,1,18,2,1,6,3,7,1,1,0,0,45,1901,684
4505809782,1,37,0,0,10,5,15,1,1,0,0,60,2480,1699
4502875704,0,16,2,0,1,10,2,1,0,1,0,52,-3581,-2467
4475734964,1,35,4,1,10,5,14,2,1,1,0,55,2911,1378
4482233269,0,16,3,0,1,4,2,1,0,1,0,50,-1245,-1370
4511770317,0,15,2,0,8,6,8,1,1,0,0,50,166,-497
4524067975,0,14,6,0,1,6,1,0,0,0,0,56,-6309,-3115
4474977192,0,16,1,0,5,11,4,0,0,0,0,35,-2047,-2555
4467242137,0,15,2,1,3,4,6,0,0,0,0,49,-1464,-1509
4521516098,1,13,3,1,5,3,4,2,1,1,0,52,874,-302
4475861894,0,18,10,1,2,5,3,1,1,0,0,43,-627,183
4473365528,0,16,3,0,3,3,4,0,0,0,0,54,-334,-292
4520554639,0,19,2,1,7,8,5,1,1,0,0,52,449,1210
4519562141,0,17,4,0,6,9,6,0,0,0,0,49,-780,-73
4477654399,0,20,4,0,4,6,4,1,0,1,0,65,-205,1064
4524744736,0,16,4,0,2,3,3,0,0,0,0,60,-1731,-1585
4437489184,0,34,2,0,10,9,9,1,1,0,0,53,947,-188
4516668528,0,16,3,1,6,7,10,0,0,0,0,34,-713,-1111
4519159286,1,15,1,1,3,4,2,1,1,0,0,56,1171,-1140
4519850833,0,10,1,1,5,7,8,0,0,0,0,52,-459,-307
4517486439,1,19,3,1,8,2,12,0,0,0,0,44,2673,1388
4524983213,1,18,4,1,9,7,10,1,1,0,0,36,-251,-1675
4518971056,0,29,2,1,5,2,5,0,0,0,0,49,534,634
4519735486,0,14,3,0,2,8,2,1,1,0,0,60,-4005,-2248
4474578405,1,15,2,1,2,4,1,2,1,1,0,64,-318,86
4495526731,0,12,2,1,8,5,7,1,0,1,0,59,2682,2118
4523588445,0,15,5,1,4,3,5,1,1,0,0,47,2092,1763
4496025643,1,18,1,0,10,7,9,0,0,0,0,52,2300,2148
4449279281,1,15,2,1,6,3,4,1,1,0,0,44,2642,1346
4524290588,1,14,2,1,5,4,6,0,0,0,0,46,2833,220
4481379221,0,14,3,1,8,8,9,0,0,0,0,40,-336,-1059
4497057886,0,15,2,0,1,8,2,1,1,0,0,55,-5136,-3713
4457248839,1,14,2,0,13,7,11,0,0,0,0,40,1872,3579
4462529490,0,16,4,0,11,13,13,1,1,0,0,56,-1048,-450
4511728953,1,15,2,0,4,5,3,1,1,0,0,59,-88,-932
4455484063,1,15,2,0,4,9,5,0,0,0,0,56,-1427,-1008
4492027887,1,17,2,0,8,11,6,1,0,1,0,37,-2440,-1603
4500738441,0,23,2,1,5,9,4,0,0,0,0,39,-1614,-2256
4472130589,1,15,5,0,4,7,2,1,1,0,0,60,-1075,73
4509440283,1,56,2,1,7,8,7,2,1,1,0,44,-1799,-1304
4522207567,1,16,3,1,12,3,11,1,1,0,0,48,3296,3231
4492532758,1,13,4,0,4,7,3,0,0,0,0,68,-1942,57
4521901284,1,17,6,1,8,4,10,1,1,0,0,31,2013,247
4524952365,1,14,6,1,12,8,15,2,1,1,0,52,3574,1210
4506175906,1,21,5,1,13,3,9,1,1,0,0,36,6000,5033
4462044332,0,22,3,0,5,9,2,0,0,0,1,36,-3128,-2320
4490186049,1,15,4,0,4,4,1,2,1,1,0,50,1229,1059
4484406104,0,22,6,1,5,10,6,1,0,1,0,51,1285,1300
4525016329,0,38,2,0,5,10,6,0,0,0,0,48,-3274,-1385
4500061522,0,15,4,0,5,8,1,0,0,0,0,47,-1770,325
4519405060,1,46,0,1,8,3,14,1,1,0,0,55,1892,890
4489107680,0,17,3,1,8,7,9,0,0,0,0,55,525,902
4524853879,0,12,5,1,5,6,8,1,1,0,0,44,-415,-498
4519652445,1,10,2,0,2,6,1,0,0,0,0,48,-1751,-1585
4479492497,1,12,2,1,14,6,10,1,0,1,1,50,4453,2458
4477014254,0,17,2,1,11,6,10,1,1,0,0,56,1393,441
4474899637,1,18,3,0,6,5,4,2,1,1,0,52,534,154
4448166002,0,19,3,1,2,11,2,0,0,0,0,54,-3301,-2246
4518035441,1,17,0,0,4,7,4,2,1,1,0,64,-2022,-2023
4524924561,0,14,2,0,3,6,4,0,0,0,0,46,176,-172
4519402514,0,13,3,0,2,5,2,1,0,1,0,52,-458,-559
4439902649,0,30,13,1,4,2,7,0,0,0,0,61,676,-576
4471437748,1,18,6,0,6,4,5,1,1,0,0,71,2536,3339
4452202569,1,53,4,0,7,11,10,0,0,0,0,44,-1751,-2784
4519983082,1,17,2,0,7,10,9,0,0,0,0,45,-1516,-1467
4514792667,0,14,2,1,3,7,3,0,0,0,0,48,-2566,-2246
4524404606,0,85,3,1,4,8,5,0,0,0,0,47,-2023,-2678
4517159658,0,14,2,0,5,6,4,1,0,1,0,51,-276,179
4490111763,1,18,4,1,7,4,5,2,1,1,0,60,1574,1834
4511615760,1,22,2,0,6,3,10,0,0,0,0,54,2378,2190
4460035354,0,16,3,1,4,9,4,0,0,0,0,48,-3223,-2518
4524340253,0,16,3,0,5,5,7,0,0,0,0,63,808,1415
4494288234,1,38,0,1,8,2,8,0,0,0,0,45,3803,2825
4503193235,0,17,5,0,2,8,3,0,0,0,0,48,-3360,-1842
4487544482,1,16,4,0,6,2,9,0,0,0,0,64,2397,1405
4522841712,0,18,2,1,5,8,7,0,0,0,0,51,-883,-1828
4492447049,0,13,2,1,1,4,1,0,0,0,0,32,-2638,-2478
4515497599,1,17,4,1,14,3,16,0,0,0,0,56,5035,5420
4515307399,0,18,1,1,5,8,5,0,0,0,0,60,-1003,-899
4520027205,0,15,0,1,5,8,4,0,0,0,0,56,-1963,-1151
4525124678,0,34,3,0,6,7,7,0,0,0,0,66,-1071,-1471
4506399392,1,18,4,1,6,5,9,0,0,0,0,57,897,1090
4520037654,1,18,3,1,5,2,4,2,1,1,0,56,1946,1292
4513253618,0,20,0,0,8,8,5,1,0,1,0,54,-219,-1440
4523092782,1,19,8,1,6,4,7,0,0,0,0,44,1588,1331
4510100587,0,14,1,0,2,6,3,0,0,0,0,42,-1889,-723
4522265559,1,17,2,0,2,4,2,1,1,0,0,72,-720,432
4502459201,0,15,1,1,3,12,2,0,0,0,0,68,-2388,-1978
4449297701,0,17,3,0,3,13,1,0,0,0,0,46,-5668,-4786
4524992548,1,18,1,0,7,8,8,1,1,0,0,58,527,1493
4524182340,1,19,4,1,6,4,3,1,0,1,0,53,1496,-730
4522266897,0,18,3,0,8,14,4,0,0,0,0,40,-4245,-3073
4468741090,0,17,8,1,10,5,17,1,1,0,0,34,3386,2410
4519229802,0,21,5,0,3,8,1,0,0,0,0,48,-3145,-2166
4464483348,0,17,3,0,1,5,0,1,1,0,0,59,-1325,-15
4501451685,1,14,4,0,5,8,7,2,1,1,0,56,-1623,-1144
4523922035,1,19,2,0,3,3,3,1,1,0,0,52,1076,759
4481186047,1,19,2,0,7,10,9,1,1,0,0,36,-1156,-667
4486987445,0,16,2,0,3,3,2,1,0,1,0,61,450,-9
4509259241,1,10,1,1,7,5,4,1,0,1,2,47,4363,4467
4513456428,1,18,5,1,11,6,13,1,1,0,0,52,2262,2885
4507030336,0,20,2,1,6,9,7,0,0,0,0,63,-367,187
4520529866,1,14,6,0,6,3,7,0,0,0,0,39,1214,2080
4525050175,1,15,2,1,4,1,6,1,1,0,0,48,1728,-337
